Id,Prediction
2,4.54732884368
19,4.07252906205
20,4.71795398098
34,4.37736327121
36,3.96162687972
40,4.62808121003
41,4.28426507665
44,4.05113022713
50,4.34498706907
64,4.52307295717
79,4.69528336646
80,4.59278885857
81,4.63057960861
84,3.11971826123
87,4.57995051996
92,4.71652037785
94,4.5604106244
97,4.52823542857
98,4.53142520169
99,4.5256024502
100,2.90935230784
102,4.20606270044
103,4.31528737373
104,4.53975338689
106,4.75288564934
107,4.31750605946
115,4.40977408976
117,4.51702180764
118,4.28522068934
124,4.20956974485
131,4.607378882
143,4.42524673194
147,4.21763733756
153,4.5016099286
158,4.84130508323
160,4.59834634932
161,4.78961834674
163,3.57717777287
164,4.03686050769
167,4.6900347828
169,4.09231343881
174,4.46292085422
176,4.26160890073
179,4.30661317623
197,4.45606855934
203,4.81625834637
207,4.20234846978
217,4.479984
222,4.38335461533
224,4.84247329444
229,3.91854873017
231,4.22068927784
247,4.38182046567
248,4.46344059462
256,4.0837896872
259,3.78732824352
267,4.13880566917
270,4.3616684056
275,4.28555453301
276,3.69685863837
281,4.18615124749
284,3.99434464106
287,4.08665582314
303,4.26679727089
305,4.47698953998
311,4.48109118119
312,3.58553415163
317,4.08310008557
325,3.54947743341
326,4.62903313837
331,4.84130508323
332,3.59528597106
338,4.10687011331
341,4.28537859719
349,4.73832085133
352,4.38470425777
360,4.42572136423
365,4.72557856736
371,4.03848515795
373,4.2346765858
374,4.78691355612
393,4.72272923621
397,4.69234938279
404,4.29283974021
426,4.1304884962
431,4.43995079146
432,4.63857226498
438,4.64227057886
443,4.19134140347
450,4.62152556912
457,4.63814318307
466,4.59419826063
467,4.61091462746
475,4.63675948351
478,4.69391918699
488,3.10642947819
491,3.11623130753
497,4.57158364314
500,4.70417900611
504,4.12597829401
505,4.5812477103
506,4.84378781454
522,3.520016
524,4.68879213165
528,4.50539772252
541,3.355731975
542,2.2315732438
548,2.49955626989
549,4.2785077857
555,2.65995276804
559,2.11834839296
566,4.6739693532
568,4.48590265882
576,4.65208384712
577,2.63195242239
579,4.5572893948
581,4.14136949999
584,4.65687425054
597,4.74054411976
598,4.5355712103
601,4.37176785651
613,4.57625970744
616,4.16732039439
617,4.60915697233
628,4.69710817912
632,4.80808612805
636,3.47188144104
637,3.99502108432
640,4.38561647935
641,4.71867487508
644,4.24895886533
646,4.74952685926
657,4.62869050247
670,4.69010667509
673,3.80029974195
677,4.61386945616
678,4.41819474296
682,4.7952211884
684,4.50587412823
685,4.75637739508
686,4.66299756005
697,4.06605062029
700,4.19177736454
702,4.52751949185
707,4.66611901686
709,4.62790378616
714,4.47280582156
716,3.51867503101
718,3.75665563855
721,4.62790536828
731,4.40834381801
733,3.75076236808
738,3.46192829865
742,4.28414990082
743,4.24634609694
748,4.28179553244
763,4.62142545215
764,4.70973962949
768,4.16063031583
782,4.09553384948
784,3.91744735875
786,3.85812609749
794,4.47355875378
795,4.59842116551
797,4.7732932515
805,3.95066398069
808,4.45849691274
811,4.3858450149
814,4.03313231345
815,4.4054047651
816,4.57802354797
817,4.12217201652
825,4.74497126513
842,4.63774472757
848,4.37181193111
856,3.81530633326
858,4.75263629584
866,4.29285485712
867,3.73570588774
871,3.95619596394
875,4.27853883631
877,4.6369189824
880,3.92131810463
882,4.04993854694
883,4.35540889557
886,4.25566133861
898,4.55363525468
904,4.06593883479
906,4.50332334516
912,4.72155061726
914,4.32601072309
924,3.7435565241
939,4.45114977094
943,4.5380179402
945,4.58997521744
946,4.66342193994
950,4.63542686778
952,4.64270492159
953,4.47901237145
956,4.66833656752
957,4.58948635475
962,4.33038179469
972,4.73683112991
978,4.30888234878
984,4.61715151976
990,4.62572224528
991,4.65490607806
993,4.51121945209
996,4.531161056
1002,3.63195294244
1004,3.46579551523
1005,4.25253508993
1020,4.45697322113
1025,3.91509232974
1028,4.48773197259
1034,4.62518474516
1036,4.37974710793
1038,4.50173361577
1040,3.93806988441
1044,4.6393887753
1066,4.26629461022
1073,3.17754385945
1077,4.52359400124
1080,4.43742744979
1081,4.39892764112
1083,4.29249575439
1091,3.68464921384
1098,4.46332487759
1106,4.01584309135
1113,4.23748035008
1115,4.41437409469
1118,4.00419620221
1129,4.68942878199
1135,4.38412978251
1136,4.41859833378
1140,4.33988911172
1143,4.1292867097
1155,4.04052422228
1161,4.02754589279
1165,4.46554843495
1169,4.39728789317
1176,4.64859834785
1178,2.56399954828
1181,4.63679070744
1183,3.78884777343
1186,4.0039136183
1188,4.67521222303
1200,4.74496252118
1203,4.62615494354
1205,4.06069332095
1216,4.56972544074
1221,4.58133509939
1226,4.25607944074
1228,3.35869496645
1231,4.33507434213
1235,4.20570742857
1244,4.25832291593
1254,4.49109142759
1259,4.21941046725
1260,4.64931566485
1261,4.7343911808
1265,4.17845919211
1267,3.92815927969
1273,4.67028579467
1274,4.3881820482
1300,4.50019577078
1303,4.25367349681
1307,4.06660228393
1308,4.50364460058
1309,3.7759945668
1311,4.79563231224
1315,4.35040501431
1323,4.57811973418
1324,4.17608355521
1327,4.34883056187
1328,3.87669874315
1332,4.52226247269
1339,4.62522272749
1350,4.09567019795
1353,4.56694473222
1354,3.69786594471
1362,4.5869396078
1366,3.88027268122
1370,4.6204019755
1373,4.27996762402
1381,4.24368723506
1382,4.33150071692
1388,3.95587812237
1391,4.6573452306
1394,4.0156383599
1396,4.37512627549
1400,4.85121161047
1410,3.9941396464
1420,4.84378781454
1437,4.15581657665
1439,3.97740333508
1440,3.41360056492
1441,3.98274545787
1448,4.03046791284
1450,4.41137407644
1452,4.26103753637
1454,4.30421573169
1459,4.41898043454
1461,4.51691901745
1462,4.41612045491
1463,4.76253361284
1467,4.22013787687
1469,4.41358607161
1471,4.39649480937
1472,4.40881536876
1473,3.6595857578
1483,3.37287198359
1489,4.46163914436
1492,4.21345277036
1493,4.48429488856
1499,4.14019571412
1500,4.18714820287
1501,3.72572342857
1506,4.06617871796
1507,4.58298295287
1516,4.61113654891
1525,4.27075512615
1529,4.52501536753
1533,4.58771177461
1536,4.25510970957
1537,4.07560465806
1545,3.96380232337
1558,4.25031438465
1561,4.79010377032
1563,4.72414674445
1565,4.55617184925
1569,4.65582922886
1574,4.51720123326
1575,4.30360337842
1578,3.48803256475
1582,3.99974229192
1589,4.51650879877
1604,4.79852764942
1605,3.85094908127
1614,4.02401424649
1621,4.80727157643
1623,4.3808999468
1626,4.52660901403
1630,4.80584288536
1631,4.49118199005
1633,4.51186807896
1639,4.65681137708
1642,3.65326507241
1644,4.14358183446
1645,4.21460029097
1653,4.60277253356
1664,4.52178591072
1670,4.4610745429
1680,3.61039401446
1685,4.84392740506
1687,4.67130319803
1689,3.99426502308
1690,3.77908449065
1691,4.4278256956
1695,4.38339144221
1698,4.6520439356
1711,4.14325983667
1712,4.22662138787
1715,3.93468389198
1723,4.4025005201
1724,4.5920886331
1736,4.21350594959
1745,4.56613112247
1746,4.6671123621
1753,4.56579355415
1756,4.70627464714
1769,4.47747997121
1776,4.68828474939
1783,4.13213939049
1786,4.73917948996
1796,4.37240937076
1797,3.08094333503
1798,4.01776939149
1803,4.23414433343
1806,4.66231216034
1811,4.25077257189
1813,4.57627550103
1823,4.72449534615
1824,3.91370382403
1828,4.16036719636
1838,4.46097737554
1840,2.76002045165
1841,4.20810101187
1846,4.0891785916
1854,4.53908355245
1858,4.59645969517
1869,4.43656459491
1872,3.31512177831
1873,4.40927963666
1876,4.45676659786
1883,4.59389623622
1885,3.55176343922
1892,4.8435318699
1894,4.53162702756
1896,4.19172518695
1902,4.3925865148
1907,4.69775568186
1908,4.30478648122
1910,4.74876479275
1918,4.05776717272
1919,3.83720402703
1922,4.17560706409
1940,4.66737842862
1946,4.495187642
1951,4.5745183028
1957,4.44920956142
1958,4.04447635271
1959,3.84945534906
1963,4.02764076413
1965,4.70849135142
1970,4.04128892105
1974,4.00114823715
1976,4.46911992975
1985,4.59774410326
1991,3.96298621221
1994,4.19889371145
1998,4.59591596532
2000,4.56490499647
2002,4.81306099065
2003,4.37708571966
2005,4.7096026737
2010,4.66350049073
2012,4.60155579894
2018,4.37822059122
2027,4.7628922038
2034,4.65897676389
2038,4.44495368976
2041,4.75937021508
2042,4.66333658274
2044,4.25074221195
2050,4.71663208867
2053,4.61349575652
2062,4.33396915407
2063,4.41028920934
2082,3.33772208324
2083,4.52349542597
2084,4.09104759606
2085,3.86717576053
2087,3.84862513105
2102,4.49471535004
2106,3.94965363511
2108,4.24922505713
2112,4.69738974727
2113,3.94847811336
2124,3.74829150074
2134,3.96995614318
2139,4.24604033108
2159,4.67255405231
2166,4.64284888561
2173,4.50729305264
2175,3.62389081874
2178,4.04675442335
2180,4.24797761896
2182,4.46161857207
2183,4.58791925594
2189,4.51519225822
2197,4.32780961838
2215,3.78467454369
2230,4.2774235377
2231,4.0514404848
2236,3.31430857143
2237,4.64405223253
2239,4.44522954651
2240,3.62701297635
2242,4.358283199
2247,3.81922835046
2253,4.17035851344
2260,4.5558454587
2262,2.57387771561
2264,4.36433846146
2268,4.25995402294
2277,4.63784874352
2284,4.48746384802
2292,4.49183226315
2297,4.5188894887
2302,4.57123613241
2304,4.45657962724
2305,4.66690795088
2307,4.34542805837
2312,4.53014995033
2313,4.52294890285
2315,3.90114523357
2324,4.07920735121
2330,4.52518020585
2339,4.75973462753
2340,4.46677190039
2344,4.49488272482
2352,4.33842462693
2353,3.77102242789
2365,4.66237870263
2370,4.49218284202
2373,4.57587263711
2384,4.53060658226
2389,4.57095230111
2397,4.2676526367
2402,4.4367561829
2404,4.20550940155
2407,3.63756776398
2408,4.30495692632
2410,4.36371560841
2412,4.63930834369
2419,3.71106215596
2421,4.56749845679
2424,4.53553298238
2425,4.18518478189
2428,4.29518050844
2429,4.17495379416
2433,4.09416542574
2436,4.60334439809
2443,4.04515674728
2444,3.93970837588
2451,3.58735523644
2453,3.89007143307
2457,3.08251981975
2459,4.390790455
2460,4.63796702413
2466,4.10507446382
2468,4.33591725669
2472,3.74717251286
2473,3.2081354202
2479,4.42451157268
2483,4.00535654728
2486,4.40149860373
2488,3.86521275544
2489,4.58302904653
2490,4.45803795471
2497,3.82594520554
2501,4.21818827823
2503,4.62957931834
2505,4.46960335172
2508,4.7222820283
2516,4.34927957399
2530,4.75577224662
2531,4.70497557037
2535,4.18970426406
2538,4.09159580866
2547,4.55940181897
2552,4.25829651382
2557,4.63952627954
2559,4.69170498686
2564,4.66784295779
2566,4.48178890348
2573,3.40398057088
2578,4.33582010067
2581,4.42555232169
2584,4.3255274362
2592,4.53567101588
2599,4.58046170553
2607,4.62647978055
2612,4.26593772058
2613,4.60141174603
2614,4.02251533094
2618,3.48463217326
2619,4.27775329668
2622,4.57867632629
2624,4.56808900872
2630,4.67440845415
2635,4.40082390066
2638,4.00661536669
2639,4.61115629052
2643,4.70568840518
2647,3.4148154647
2653,4.58844465263
2656,4.28869922982
2667,4.60748443741
2672,2.39830071992
2676,3.76441103625
2678,2.80684512179
2685,4.39219661976
2687,3.61526588714
2689,4.09072446532
2691,4.15155571139
2692,4.183328955
2694,4.2220964727
2697,4.69553244741
2703,4.6407643608
2706,4.33496591974
2709,4.60002155313
2716,4.60310115294
2717,4.42362576222
2724,4.3294892821
2727,4.37467440791
2728,4.05247237093
2729,3.84524976803
2735,4.59074591861
2739,4.28021899222
2747,4.52065659398
2757,4.6686191778
2765,3.94011341111
2766,3.75781397557
2788,4.26084183496
2791,4.48105852174
2794,4.18341392833
2796,4.16557587154
2799,4.37212952466
2802,4.31341197158
2807,3.45165264081
2811,3.95243563169
2812,4.09111833419
2816,4.52185769536
2821,4.32497674321
2826,3.93949628319
2837,4.48446906751
2845,4.1858942173
2846,4.39410782006
2851,4.42138637874
2857,4.6143900234
2858,4.37699403398
2865,4.37837036551
2868,4.49351094047
2869,4.19194375659
2875,4.20215558401
2876,4.61775263926
2880,4.08951832445
2889,4.35814555029
2898,4.50587055526
2908,4.60702591353
2917,3.1317185936
2920,4.51151377998
2921,4.16174538897
2923,4.0073257075
2931,3.33607641494
2935,3.15699613653
2942,2.46316236112
2955,4.12688903259
2959,4.39838185805
2961,3.7287787447
2962,4.09211485929
2977,3.92477597647
2990,4.39521196398
2995,3.7115650211
3001,4.19560079328
3002,4.54506969027
3005,4.5057578974
3009,4.18198136836
3011,4.34204235203
3012,3.85712206795
3013,4.11783819767
3016,4.42103750915
3022,4.02514111601
3026,3.54795414942
3037,3.95476874586
3045,3.99047960264
3058,4.485468712
3060,3.86913083731
3061,4.76190762239
3069,4.04449838231
3071,4.5085881203
3085,3.85563668927
3087,4.62872901952
3098,4.59111139018
3099,4.6764798131
3104,2.80384336843
3107,4.30343511831
3110,4.48672423133
3113,4.58450400684
3114,4.51380427122
3120,3.89804120982
3122,4.10987267928
3124,4.04774494649
3128,4.3398804247
3133,4.39837756288
3135,4.65771224639
3144,4.34202822077
3154,4.46835293962
3155,4.60834289038
3156,4.53060581837
3158,4.21545667155
3165,4.53199564867
3166,4.31414887539
3169,4.44196642717
3177,4.60584067258
3180,4.55284022163
3182,4.05938319262
3190,4.65278221976
3191,4.11543117988
3193,4.71607593242
3196,3.95602773407
3197,3.54303544221
3209,4.66568814716
3213,3.40501085122
3217,4.30941381181
3218,4.65392545774
3223,4.50944586778
3228,4.67979795896
3229,4.66094570744
3233,4.54443657029
3237,3.90878308979
3254,4.63396098781
3258,3.41272484606
3259,4.74495372822
3275,3.51065087876
3278,4.58766834274
3279,3.23867272752
3284,4.71766147199
3289,4.39118308604
3295,3.49900996026
3301,4.20570742857
3316,4.22030570856
3318,3.60693418284
3322,4.22015030853
3327,3.60836908508
3330,4.64712130944
3332,3.58394034203
3337,4.60740896895
3338,4.4683193149
3341,4.73798134301
3359,3.61430587078
3367,4.40922662965
3374,4.74779325672
3377,4.71005714322
3380,4.71574979458
3389,4.69233710356
3397,4.10435414617
3400,4.60489890892
3405,4.34707232618
3407,2.80191076279
3409,4.16423464015
3411,4.61224584966
3414,3.97694236886
3418,2.76340942864
3419,3.77081656739
3420,3.95563688723
3421,3.80094300896
3428,4.54997392499
3429,4.71754447743
3438,3.96751148862
3448,3.54699106988
3450,3.22436404174
3451,4.27966074426
3454,3.21585375961
3464,4.4508739457
3466,4.28511219523
3469,3.92896844863
3470,3.92494946136
3473,4.70322507482
3482,4.43500726329
3490,4.56016031297
3496,2.40874406561
3499,3.87915697807
3509,4.64978058655
3518,3.09206449552
3522,4.61070163549
3528,3.93384159818
3534,4.58069933451
3535,2.9971887849
3539,4.63128197619
3544,4.73285885391
3546,4.05285988763
3549,3.86123442059
3557,4.5556999234
3559,4.61292666007
3563,4.26945081023
3578,4.53474774645
3584,4.5345351512
3602,4.56594644931
3610,4.11399076337
3618,4.46515273264
3621,4.67131860937
3627,4.10334249386
3632,4.63161792094
3634,4.17917631954
3650,4.28762858908
3653,4.39796192702
3654,4.23285660717
3656,3.07374832304
3664,4.31150525751
3665,4.25837635322
3669,3.86620344072
3674,4.41119922481
3679,4.12660384816
3681,4.65205727749
3683,4.65197589752
3688,4.08848764025
3690,4.28570779363
3697,4.62403825014
3699,3.86780333922
3711,4.00278738238
3714,3.88066016482
3717,4.50553927954
3720,3.75528364755
3721,3.69992159524
3732,4.62519630326
3733,4.57777686397
3743,4.68893932512
3748,4.57942279572
3750,4.64424045222
3756,4.63593652403
3760,4.29637868216
3764,4.74653141398
3778,4.74874598527
3782,4.07110622024
3795,4.58536536252
3799,4.52701364959
3801,4.38980943629
3802,4.72914948694
3803,4.6447207174
3818,4.32606344328
3821,4.56928845429
3831,3.91000937387
3833,4.87159646375
3840,4.57475565307
3849,4.67816407699
3852,4.65615498784
3863,3.81553264423
3871,3.74848336773
3879,4.85311053201
3880,4.22438190883
3889,4.66840399998
3898,3.99363642172
3899,4.31156307424
3901,4.07070532392
3914,3.72050309429
3924,4.46326105779
3930,4.27315448876
3939,4.70797609512
3942,4.29420691797
3943,4.45514741567
3948,4.5357252234
3956,4.59945450104
3963,3.99586559513
3969,4.44884550838
3971,4.67140890955
3973,4.17239015733
3978,4.66268699431
3980,4.66654546025
3982,4.68188921482
3983,4.84213266033
3984,3.95313898213
3987,3.95558874455
3990,4.37079140602
3997,4.29238759428
4001,4.34618336715
4007,3.52394355076
4008,3.24157172553
